6.878499659116614566e+02,1.179250889102764877e+00,1.628177678394128947e+01
7.076023849274688473e+02,8.614005184909980795e-01,7.581596773141935586e+00
6.939632579622752928e+02,4.995872152826936197e-01,2.682935469809672213e+01
6.929717091528041237e+02,6.438690375198765636e-01,1.205811199111775522e+01
7.057140290948709662e+02,1.233779434869359370e+00,-1.472186523756827725e+01
6.782647187354708649e+02,7.929329385195141855e-01,2.103658448214981291e+01
7.012835797860300318e+02,1.128769142030822348e+00,4.371264208714949007e+01
7.128585642413975165e+02,5.582903898534979925e-01,-2.884577823701835797e+00
7.292410354799802690e+02,1.379228537323100579e+00,-1.870223874835880196e+01
6.825549642949222289e+02,9.339642362735199876e-01,4.723385716325840633e+01
7.344204559392486544e+02,1.350836588665636606e+00,3.977733494396159131e+01
7.185648713601908639e+02,9.825181767114810061e-01,3.425828908807901030e+01
6.743721662088489666e+02,1.486241003570492492e+00,2.546278931670176604e+01
7.240421566699167215e+02,1.045013278188635875e+00,4.778455082571753110e-02
7.391697831383382891e+02,7.164835730433631866e-01,-9.317977674097367213e+00
720.0,1.0,25.0
